customer_id,age,gender,income,purchase_date,product_id,quantity,spend_amount,payment_method,is_returning,lat,lon,is_q1,is_q2,is_q3
C4867,68.0,Female,55891.23,2025-05-02,P0023,-5,549.01,Online Wallet,True,,162.115526,False,True,False
C2306,,Other,54462.04,2025-04-24,P0021,-5,750.48,Online Wallet,False,,,False,True,False
C5646,,Female,69318.44,,P0004,-5,349.88,Card,False,-0.26932,,False,True,False
C9882,34.0,Other,47585.16,,P0076,-5,354.55,Cash,True,82.604599,31.159023,False,True,False
C3497,19.0,Female,86143.96,,P0047,4,460.82,Online Wallet,True,,-103.206077,False,True,False
C3779,53.0,Other,104691.0,,P0005,7,640.93,Cash,True,68.542288,175.528495,False,True,False
C9435,,Other,72590.73,2025-05-01,P0043,4,99.41,Cash,False,,65.108929,False,True,False
C3339,35.0,Other,47766.2,2025-06-17,P0095,-5,297.76,Cash,True,32.641694,,False,True,False
C1205,25.0,Female,30325.66,2025-06-16,P0029,9,479.39,Crypto,True,,,False,True,False
C6860,,Male,74354.53,2025-04-30,P0040,7,68.14,Crypto,True,26.131704,,False,True,False
C1504,,Other,106874.58,,P0069,-5,98.3,Online Wallet,True,37.310785,175.654075,False,True,False
C9222,,Female,104136.26,2025-05-30,P0047,1,26.13,Cash,False,-81.178049,,False,True,False
C7416,20.0,Other,80583.09,,P0025,3,989.15,Card,True,73.534963,-126.85802,False,True,False
C8044,60.0,Female,35647.17,,P0083,-5,545.61,Cash,True,-65.273093,0.425958,False,True,False
C1141,,Female,53397.6,2025-05-19,P0007,-5,388.71,Crypto,True,8.0806,,False,True,False
C9024,,Male,118257.87,2025-06-25,P0055,-5,763.44,Card,True,,-113.655931,False,True,False
C7803,,Other,56500.22,,P0041,-5,101.77,Card,True,,2.746246,False,True,False
C1754,24.0,Other,117269.67,2025-04-30,P0008,7,565.18,Crypto,True,6.555893,,False,True,False
C3879,28.0,Other,94325.33,,P0059,3,373.9,Card,True,,,False,True,False
C1330,,Female,102363.96,2025-05-20,P0070,3,789.48,Cash,True,,-23.233637,False,True,False
C2868,19.0,Female,69948.05,2025-06-02,P0006,2,373.8,Crypto,True,,,False,True,False
C1962,,Other,42390.92,2025-05-05,P0085,2,860.44,Card,True,,,False,True,False
C3768,,Other,21412.66,,P0070,-5,195.7,Card,False,6.103875,,False,True,False
C3555,,Male,31129.02,,P0010,-5,738.75,Crypto,True,-2.350948,43.388315,False,True,False
C3623,37.0,Female,35255.2,,P0001,5,517.66,Crypto,True,17.876304,,False,True,False
C1312,,Female,23256.11,,P0030,-5,628.33,Online Wallet,True,74.22072,7.171009,False,True,False
C7840,28.0,Other,41666.81,2025-06-19,P0004,5,248.03,Crypto,False,-33.727977,,False,True,False
C5610,30.0,Female,74372.34,,P0029,-5,795.26,Cash,False,-55.993881,129.251886,False,True,False
C1616,64.0,Other,25160.93,,P0093,-5,676.05,Card,False,,,False,True,False
C6888,28.0,Male,32501.73,2025-06-08,P0007,1,85.81,Crypto,True,45.435946,,False,True,False
C1360,24.0,Male,81069.22,2025-06-14,P0015,-5,788.05,Crypto,True,24.663442,,False,True,False
C5875,,Other,23480.98,2025-06-04,P0010,-5,496.59,Online Wallet,True,,,False,True,False
C2020,50.0,Other,107859.96,2025-06-15,P0094,4,989.26,Cash,True,,-174.877639,False,True,False
C1244,,Other,116855.62,,P0069,10,542.64,Card,False,80.541125,-39.30435,False,True,False
C8136,65.0,Female,107842.74,2025-05-07,P0031,7,711.91,Card,True,,79.903592,False,True,False
C7455,,Male,48783.32,2025-05-04,P0015,-5,365.86,Card,True,,-163.736238,False,True,False
C9095,,Other,46537.55,2025-04-28,P0093,3,51.35,Online Wallet,True,-1.038073,140.109708,False,True,False
C4434,69.0,Male,33634.71,2025-06-25,P0080,-5,374.27,Online Wallet,False,37.550304,142.805657,False,True,False
C5092,64.0,Other,62788.74,,P0016,-5,608.35,Online Wallet,True,,,False,True,False
C9326,,Other,90151.78,,P0005,-5,490.11,Crypto,False,38.103049,174.45213,False,True,False
C4536,,Female,112211.6,,P0071,3,963.34,Cash,True,-21.108055,,False,True,False
C3036,,Male,70412.43,2025-05-16,P0004,-5,649.02,Online Wallet,True,7.616313,-36.141616,False,True,False
C5415,28.0,Male,36970.22,2025-06-04,P0009,6,11.62,Card,False,-63.346016,61.397343,False,True,False
C6961,23.0,Other,43682.74,,P0089,9,599.51,Online Wallet,True,,-7.778411,False,True,False
C6162,,Male,49318.5,,P0074,-5,122.04,Crypto,True,,-29.750433,False,True,False
C1402,,Female,110895.66,,P0097,8,741.32,Card,True,,-21.646525,False,True,False
C5778,41.0,Other,74784.63,,P0039,-5,325.85,Card,True,35.768215,83.199676,False,True,False
C5411,,Other,86651.51,,P0095,7,786.68,Crypto,True,-53.173503,,False,True,False
C4828,,Male,78394.79,2025-04-25,P0070,9,101.98,Crypto,False,7.330379,-161.944885,False,True,False
C3553,,Male,72318.1,2025-04-30,P0069,8,253.11,Card,True,-61.392162,41.142751,False,True,False
C5033,51.0,Female,60995.9,2025-06-06,P0029,2,842.95,Crypto,True,79.371981,-72.786007,False,True,False
C4502,,Female,91391.8,,P0015,8,596.42,Cash,False,,,False,True,False
C2221,,Female,26315.78,,P0034,-5,402.29,Online Wallet,False,35.017478,-37.233664,False,True,False
C8430,46.0,Other,40941.27,2025-06-11,P0004,4,798.41,Online Wallet,False,5.310043,12.456135,False,True,False
C9771,18.0,Other,21487.14,,P0100,-5,945.16,Crypto,True,,-93.676739,False,True,False
C7740,63.0,Male,47454.41,,P0019,-5,170.68,Cash,True,-0.294729,,False,True,False
C7960,65.0,Other,114561.16,2025-05-26,P0055,5,577.14,Crypto,True,74.71735,52.965619,False,True,False
C8619,,Other,106089.68,2025-05-01,P0080,7,500.99,Crypto,True,-32.36633,,False,True,False
C2172,48.0,Other,111788.06,2025-04-27,P0079,2,752.99,Cash,True,,87.752608,False,True,False
C8575,70.0,Male,34146.04,2025-04-13,P0025,-5,883.02,Crypto,True,57.211697,,False,True,False
C6811,,Other,70233.86,,P0055,-5,254.14,Online Wallet,True,,72.881569,False,True,False
C3230,27.0,Female,33590.48,,P0023,5,527.89,Crypto,True,,-37.675102,False,True,False
C4938,20.0,Female,38084.93,,P0061,2,766.94,Online Wallet,True,,,False,True,False
C8053,,Female,33435.04,2025-05-06,P0087,10,662.37,Cash,True,87.001334,,False,True,False
C3271,,Other,52591.47,,P0037,-5,592.11,Crypto,False,,,False,True,False
C3019,40.0,Other,40219.9,2025-04-07,P0070,7,26.93,Online Wallet,True,-2.957511,,False,True,False
C4073,29.0,Other,20889.39,2025-06-05,P0063,4,834.91,Cash,False,23.577563,-37.451374,False,True,False
C5228,56.0,Other,72109.26,,P0074,10,57.0,Online Wallet,False,6.265719,,False,True,False
C7020,,Female,23816.01,2025-04-09,P0067,-5,445.79,Online Wallet,False,-6.672958,,False,True,False
C3379,20.0,Female,98141.37,,P0051,8,723.85,Card,False,-49.010687,128.892897,False,True,False
C2335,65.0,Male,20271.34,,P0098,6,329.72,Card,True,88.371366,,False,True,False
C4891,,Female,63136.1,,P0040,4,142.58,Card,True,,-49.844326,False,True,False
C5915,,Other,67917.32,2025-04-14,P0051,5,700.14,Card,True,,,False,True,False
C1890,,Male,60754.17,2025-06-17,P0074,3,175.56,Card,True,41.278263,,False,True,False
C1698,55.0,Male,100039.24,2025-06-08,P0017,-5,905.97,Cash,False,-51.342567,-133.568584,False,True,False
C9613,,Other,86958.86,,P0039,-5,686.31,Crypto,True,,,False,True,False
C2047,42.0,Female,71052.08,2025-04-20,P0060,-5,928.53,Crypto,True,14.722813,,False,True,False
C3599,58.0,Other,92609.97,2025-04-09,P0013,-5,668.17,Cash,True,-77.03564,,False,True,False
C4491,26.0,Male,110459.97,2025-05-26,P0066,3,900.93,Cash,True,-87.32611,,False,True,False
C5056,51.0,Female,81220.68,,P0077,-5,350.65,Card,True,75.216397,-47.453379,False,True,False
C5007,33.0,Female,42994.26,,P0031,-5,384.35,Card,False,-31.548244,53.542645,False,True,False
C1123,,Male,33828.05,2025-04-07,P0045,-5,274.35,Online Wallet,True,39.790386,,False,True,False
C1690,,Female,114856.9,,P0094,4,179.59,Cash,True,,95.513825,False,True,False
C9253,70.0,Female,61623.55,,P0100,4,783.75,Online Wallet,True,,,False,True,False
C2929,57.0,Other,48004.02,,P0024,1,78.46,Card,True,,-95.333731,False,True,False
C2834,,Male,82483.64,,P0009,9,290.64,Cash,True,-51.362994,-91.873556,False,True,False
C1416,62.0,Male,104558.78,2025-05-26,P0089,-5,98.96,Card,False,84.835528,102.481155,False,True,False
C8096,,Male,39208.31,,P0040,-5,118.38,Online Wallet,False,-79.522788,,False,True,False
C9544,70.0,Female,36214.31,,P0020,-5,846.12,Cash,True,,79.970006,False,True,False
C9463,55.0,Other,86296.1,,P0052,9,102.88,Crypto,True,,76.211963,False,True,False
C5457,,Male,31503.19,,P0080,5,192.37,Online Wallet,True,,-169.334186,False,True,False
C4455,,Other,75920.73,,P0092,-5,341.74,Crypto,True,,-42.119767,False,True,False
C4109,,Female,34791.51,,P0043,9,278.26,Crypto,True,39.246978,,False,True,False
C4179,,Male,103518.23,,P0022,-5,55.06,Crypto,True,41.473368,-16.020358,False,True,False
C2968,65.0,Other,37183.21,2025-05-13,P0090,10,181.38,Crypto,False,-22.094592,,False,True,False
C1434,,Other,29907.21,,P0009,-5,632.38,Cash,True,,144.883608,False,True,False
C1473,57.0,Male,70250.76,2025-04-13,P0016,-5,439.8,Online Wallet,True,,140.53737,False,True,False
C7137,,Other,117318.68,2025-04-29,P0074,-5,619.89,Cash,True,,4.12655,False,True,False
C4972,,Female,82902.58,,P0060,2,585.35,Crypto,True,,,False,True,False
C4144,,Other,85622.3,,P0081,9,846.52,Crypto,False,-82.874656,,False,True,False
C9843,29.0,Other,113916.08,,P0019,-5,772.44,Crypto,True,8.719328,-74.022547,False,True,False
C5843,61.0,Female,57517.35,2025-05-28,P0054,-5,73.12,Crypto,True,73.870568,-75.098433,False,True,False
C7463,23.0,Female,104590.56,,P0021,1,39.56,Cash,True,,69.290317,False,True,False
C3889,46.0,Other,36341.84,2025-04-06,P0038,-5,292.94,Cash,True,,,False,True,False
C7810,,Female,75095.77,,P0059,-5,364.77,Card,False,-6.372208,-54.575388,False,True,False
C5260,,Other,39057.75,2025-04-01,P0004,-5,162.6,Crypto,True,,22.895063,False,True,False
C3607,,Male,71517.88,2025-05-30,P0048,-5,630.02,Online Wallet,False,,,False,True,False
C9213,,Female,21548.86,2025-06-08,P0054,-5,47.62,Crypto,False,-56.544981,16.546562,False,True,False
C5001,56.0,Other,46494.93,2025-04-18,P0059,5,154.67,Crypto,True,-46.189804,,False,True,False
C5571,32.0,Other,100551.34,2025-04-03,P0044,-5,595.69,Cash,True,,,False,True,False
C8064,38.0,Other,71105.62,2025-04-18,P0056,7,659.84,Online Wallet,True,,,False,True,False
C5591,,Other,26865.72,2025-04-23,P0094,5,534.14,Online Wallet,False,,,False,True,False
C3052,,Female,104323.39,2025-06-14,P0053,7,91.46,Crypto,True,-49.523542,-133.633541,False,True,False
C1565,,Other,111704.04,2025-06-09,P0084,-5,269.04,Cash,True,18.771318,,False,True,False
C1187,25.0,Other,58590.98,2025-05-07,P0067,-5,781.81,Crypto,True,-19.990462,,False,True,False
C5525,,Other,107411.75,2025-06-15,P0010,-5,202.63,Card,False,41.284785,,False,True,False
C5662,56.0,Male,73919.25,2025-04-09,P0061,-5,308.78,Online Wallet,False,-82.599007,-17.260386,False,True,False
C9347,26.0,Other,38438.3,,P0073,-5,570.24,Card,True,,,False,True,False
C2096,,Other,35180.58,2025-05-30,P0033,-5,261.93,Crypto,True,-84.206041,,False,True,False
C1932,19.0,Male,111717.25,,P0002,7,545.83,Card,True,18.324861,143.805959,False,True,False
C9102,,Female,102904.49,2025-05-18,P0059,-5,115.33,Card,True,,,False,True,False
C7485,20.0,Other,87747.31,2025-04-05,P0058,-5,853.71,Cash,True,,,False,True,False
C3402,30.0,Other,85064.58,,P0018,6,220.53,Crypto,False,55.749377,,False,True,False
C5295,,Male,26131.05,,P0031,-5,55.63,Crypto,False,,174.81655,False,True,False
C8866,38.0,Other,43971.41,2025-05-23,P0035,-5,233.82,Crypto,True,,-162.56027,False,True,False
C6824,,Female,75465.14,2025-06-16,P0038,1,759.7,Card,True,,,False,True,False
C7957,,Male,20532.98,,P0055,-5,288.27,Crypto,False,-38.953452,109.307731,False,True,False
C4751,,Female,68403.3,2025-04-16,P0050,-5,426.05,Card,True,,-3.663659,False,True,False
C5590,,Other,28269.5,2025-06-06,P0050,-5,916.94,Card,False,27.185048,-32.177742,False,True,False
C1631,,Other,100865.97,2025-05-24,P0005,10,308.41,Card,True,,,False,True,False
C2481,,Female,45444.45,2025-06-09,P0035,8,657.28,Online Wallet,True,71.00626,-110.052191,False,True,False
C1396,27.0,Other,88747.18,,P0033,-5,255.49,Cash,False,,,False,True,False
C8318,24.0,Male,99548.36,2025-06-11,P0084,-5,442.41,Card,True,53.862738,,False,True,False
C4949,,Male,33171.76,2025-04-30,P0009,5,330.01,Cash,True,,,False,True,False
C6447,,Other,28163.6,,P0002,-5,711.5,Online Wallet,True,,19.223256,False,True,False
C2306,23.0,Male,103886.13,2025-05-19,P0069,8,863.06,Cash,True,,,False,True,False
C9079,25.0,Female,105863.95,,P0062,-5,976.2,Crypto,True,-3.103939,,False,True,False
C8017,22.0,Other,23255.79,2025-05-06,P0034,-5,744.96,Card,True,21.396708,-51.13674,False,True,False
C3521,,Other,117725.79,,P0034,-5,502.5,Online Wallet,True,72.215791,-45.270589,False,True,False
C2710,58.0,Other,106511.29,2025-04-05,P0077,-5,277.15,Card,True,68.35378,,False,True,False
C5275,,Female,22900.08,2025-04-06,P0057,-5,151.56,Online Wallet,True,,,False,True,False
C7938,,Female,56829.84,2025-05-01,P0026,8,948.35,Online Wallet,True,75.716608,175.973237,False,True,False
C3165,,Other,37769.16,2025-04-18,P0010,7,709.16,Online Wallet,False,,,False,True,False
C4210,48.0,Female,58309.7,2025-04-30,P0073,10,664.03,Online Wallet,False,,-135.303653,False,True,False
C1951,,Male,54409.66,2025-04-18,P0052,-5,888.95,Card,True,,,False,True,False
C7386,,Female,52527.42,2025-05-11,P0047,10,466.71,Cash,True,-60.050993,85.617048,False,True,False
C3175,22.0,Male,63369.87,,P0093,-5,499.48,Crypto,True,,,False,True,False
C4527,,Female,57680.67,2025-06-16,P0080,-5,425.15,Online Wallet,False,,-47.223689,False,True,False
C9499,,Other,112278.76,,P0052,-5,430.87,Crypto,True,,,False,True,False
C5632,26.0,Other,34791.35,,P0051,-5,892.35,Cash,True,67.274521,-2.160435,False,True,False
C5055,,Female,27376.56,,P0022,4,87.86,Cash,True,-35.389191,-104.325351,False,True,False
C8931,55.0,Other,51880.17,,P0006,-5,871.92,Card,False,-49.848748,,False,True,False
C9221,58.0,Other,109246.97,2025-04-23,P0083,1,912.87,Crypto,False,-65.850005,-22.0431,False,True,False
C3168,38.0,Other,67550.89,,P0088,-5,206.03,Online Wallet,True,,,False,True,False
C4265,,Other,27000.94,,P0038,9,962.01,Card,True,-68.626585,-5.985041,False,True,False
C7550,38.0,Other,62115.95,,P0052,-5,417.15,Online Wallet,True,-86.065517,-19.11877,False,True,False
C7427,,Male,116167.97,2025-04-03,P0001,2,250.34,Crypto,True,,,False,True,False
C3686,56.0,Male,61040.8,2025-04-05,P0063,6,837.46,Online Wallet,True,,,False,True,False
C7436,,Other,54174.72,2025-04-20,P0067,-5,858.12,Card,True,64.153517,152.712222,False,True,False
C2155,,Other,79837.39,,P0025,4,582.11,Cash,False,,22.091149,False,True,False
C4082,30.0,Other,119353.16,2025-05-08,P0011,-5,928.48,Card,False,15.265182,,False,True,False
C6589,,Female,32964.78,,P0094,-5,228.24,Online Wallet,False,25.232113,,False,True,False
C5004,,Female,78465.16,2025-06-17,P0026,3,226.82,Card,True,,,False,True,False
C2145,20.0,Other,77181.91,,P0056,-5,611.59,Crypto,False,,,False,True,False
C9188,32.0,Female,42498.79,,P0092,10,375.0,Online Wallet,True,4.536592,,False,True,False
C5779,55.0,Other,116624.51,,P0029,8,147.96,Cash,False,,,False,True,False
C5691,,Male,99704.84,2025-04-18,P0009,4,795.33,Crypto,True,,-63.951553,False,True,False
C4625,65.0,Female,75827.71,,P0065,7,643.41,Cash,True,,-65.676168,False,True,False
C3977,51.0,Other,64659.82,2025-06-19,P0048,-5,585.7,Card,True,,,False,True,False
C3704,,Other,20623.1,2025-04-20,P0066,-5,622.05,Cash,True,3.081301,-15.823048,False,True,False
C1311,65.0,Male,21682.95,,P0009,7,801.69,Card,True,-16.256157,,False,True,False
C3230,,Other,73178.9,2025-06-16,P0058,4,382.07,Online Wallet,True,78.685766,143.652637,False,True,False
C6789,39.0,Other,49563.41,,P0023,6,661.22,Online Wallet,False,,,False,True,False
C2114,,Other,34713.05,2025-06-13,P0083,6,686.79,Crypto,True,,-89.057013,False,True,False
C7883,,Other,25963.36,2025-04-22,P0011,5,236.25,Cash,False,,,False,True,False
C3683,59.0,Female,26663.09,,P0062,3,901.39,Card,True,,,False,True,False
C6079,61.0,Female,63189.28,2025-04-19,P0039,-5,623.12,Card,False,,104.807853,False,True,False
C5394,,Other,30394.56,2025-05-24,P0063,2,560.26,Online Wallet,True,-73.504845,-154.893904,False,True,False
C2726,41.0,Other,116136.58,2025-04-19,P0043,-5,686.4,Card,True,-76.810266,-26.008398,False,True,False
C1604,,Other,71513.84,,P0037,4,831.08,Crypto,True,,,False,True,False
C3993,,Other,100457.56,2025-06-04,P0067,2,804.59,Online Wallet,True,52.948412,,False,True,False
C1639,30.0,Male,34760.51,,P0038,1,359.98,Crypto,True,,,False,True,False
C8923,32.0,Male,107859.44,,P0080,-5,100.62,Online Wallet,False,-49.411209,,False,True,False
C8654,,Other,50125.53,,P0080,-5,275.15,Online Wallet,True,64.033119,,False,True,False
C3265,50.0,Female,73372.86,2025-04-30,P0041,6,148.66,Card,False,,,False,True,False
C5375,,Male,26627.86,,P0081,-5,144.99,Online Wallet,True,,,False,True,False
C3716,,Male,61163.93,,P0067,-5,843.09,Crypto,False,78.389168,,False,True,False
C3555,23.0,Other,97108.62,,P0098,-5,959.54,Online Wallet,False,,,False,True,False
C7402,24.0,Other,114792.28,,P0067,-5,659.48,Crypto,True,,,False,True,False
C3837,38.0,Other,29855.43,2025-04-28,P0054,6,113.22,Crypto,True,,,False,True,False
C1036,28.0,Female,87942.46,2025-06-16,P0052,2,291.28,Crypto,True,-18.290814,131.567791,False,True,False
C5376,58.0,Male,39495.24,2025-05-11,P0023,-5,247.82,Online Wallet,True,25.707931,139.286274,False,True,False
C6417,,Other,61816.43,2025-05-19,P0095,-5,854.83,Card,True,-62.414514,126.666081,False,True,False
C1726,37.0,Other,98990.63,2025-06-10,P0005,-5,998.09,Card,True,52.060281,,False,True,False
C3862,19.0,Other,60363.33,,P0041,5,732.83,Card,True,,120.692608,False,True,False
C4589,49.0,Male,75702.31,,P0014,-5,522.7,Crypto,False,5.698009,108.392387,False,True,False
C5205,,Other,93329.21,,P0031,-5,609.57,Cash,True,76.75507,,False,True,False
C3515,42.0,Male,92246.5,2025-06-06,P0026,4,60.23,Cash,True,,169.771158,False,True,False
C6695,,Female,113505.69,,P0063,-5,284.94,Card,True,,,False,True,False
C2097,,Female,87344.97,2025-06-07,P0096,10,24.94,Card,True,,4.922426,False,True,False
C6114,,Other,51065.0,2025-06-07,P0033,-5,826.98,Online Wallet,False,-40.312403,-119.819918,False,True,False
C4618,,Other,97449.24,2025-06-01,P0049,-5,929.88,Card,False,,,False,True,False
C3554,,Female,77815.63,,P0084,10,863.53,Crypto,True,,-70.932513,False,True,False
C7304,,Male,105167.39,2025-04-25,P0061,10,92.92,Crypto,True,,1.658167,False,True,False
C2236,53.0,Other,58162.36,,P0085,-5,783.74,Card,False,,,False,True,False
C8734,36.0,Male,78684.77,2025-05-28,P0019,6,955.35,Card,True,,-139.526329,False,True,False
C4781,,Other,82197.38,2025-05-07,P0003,3,646.32,Crypto,True,-73.62472,,False,True,False
C7245,53.0,Male,51574.28,2025-04-16,P0085,8,483.51,Card,True,,-99.341725,False,True,False
C8948,26.0,Other,97927.58,2025-06-10,P0085,10,455.49,Online Wallet,False,,,False,True,False
C5117,,Female,22936.03,,P0079,-5,571.18,Cash,True,-16.158881,164.891685,False,True,False
C4715,41.0,Female,55703.71,2025-04-16,P0071,-5,367.08,Crypto,True,,-142.514326,False,True,False
C7089,43.0,Male,93137.62,2025-04-24,P0009,3,808.28,Cash,False,,,False,True,False
C2099,51.0,Male,118087.88,2025-04-06,P0023,-5,744.56,Online Wallet,True,,,False,True,False
C4376,,Male,46760.85,,P0037,8,84.26,Crypto,True,,,False,True,False
C3144,25.0,Female,64835.36,,P0067,-5,358.69,Card,True,-60.642391,,False,True,False
C3997,,Other,83429.14,2025-04-03,P0071,-5,426.88,Crypto,False,,,False,True,False
C9725,,Other,41283.72,2025-05-08,P0088,-5,150.15,Card,True,74.20923,84.790907,False,True,False
C4247,47.0,Other,41368.63,2025-06-20,P0029,2,526.56,Cash,True,-2.768518,,False,True,False
C5673,,Female,62981.89,,P0097,6,556.22,Crypto,True,,,False,True,False
C1375,,Other,81245.63,,P0019,-5,70.63,Online Wallet,True,,,False,True,False
C1966,,Other,20504.05,2025-06-06,P0017,4,477.41,Online Wallet,True,,,False,True,False
C5065,53.0,Male,86290.48,2025-06-08,P0046,-5,166.48,Online Wallet,True,,32.731808,False,True,False
C8659,47.0,Female,58595.55,,P0010,-5,521.53,Crypto,True,,,False,True,False
C6370,,Male,62092.83,2025-04-11,P0088,-5,892.27,Crypto,True,21.699393,135.276761,False,True,False
C3329,,Other,34916.36,2025-06-26,P0057,6,894.46,Online Wallet,True,,,False,True,False
C1700,,Female,44767.63,2025-05-05,P0019,-5,112.38,Card,True,85.323637,,False,True,False
C8671,,Other,87551.89,,P0098,-5,383.25,Online Wallet,False,-30.959667,5.64073,False,True,False
C8361,,Female,78677.3,2025-04-28,P0042,1,966.07,Cash,False,,53.401197,False,True,False
C7939,53.0,Other,72307.85,,P0068,1,842.85,Cash,True,,-112.479968,False,True,False
C1286,48.0,Female,74642.2,,P0073,3,563.88,Card,True,65.053783,104.177341,False,True,False
C1874,58.0,Female,51622.81,,P0071,-5,862.6,Card,True,-76.352727,,False,True,False
C8268,,Other,57680.89,,P0030,-5,910.14,Card,True,-10.240339,-62.654637,False,True,False
C2415,41.0,Female,48702.9,2025-04-27,P0015,9,930.12,Online Wallet,False,,,False,True,False
C6834,,Other,114039.4,2025-04-20,P0065,-5,215.42,Card,True,,,False,True,False
C3111,18.0,Male,104032.65,2025-06-25,P0053,1,167.88,Online Wallet,False,,179.630405,False,True,False
C9981,,Male,27095.79,2025-05-15,P0021,1,658.21,Crypto,False,,-173.929054,False,True,False
C4051,69.0,Other,88094.01,,P0096,-5,470.93,Crypto,True,-8.439004,,False,True,False
C1810,50.0,Male,113128.25,2025-05-30,P0040,-5,191.28,Crypto,True,-32.299747,76.931422,False,True,False
C4881,,Female,104838.33,2025-06-17,P0007,6,891.19,Online Wallet,False,-0.466626,,False,True,False
C9212,62.0,Female,103070.35,,P0050,5,971.36,Crypto,False,66.422502,-126.510088,False,True,False
C8553,,Male,84905.05,,P0029,-5,214.11,Online Wallet,False,,,False,True,False
C7575,,Other,21869.46,,P0063,2,420.53,Card,True,,,False,True,False
C6898,,Other,37257.04,2025-04-10,P0062,5,178.85,Crypto,True,-19.807901,,False,True,False
C8722,62.0,Other,76459.07,,P0033,-5,578.21,Online Wallet,True,-2.146873,-68.084238,False,True,False
C6510,,Male,59870.96,2025-04-21,P0046,9,584.57,Cash,True,,,False,True,False
C1372,,Female,96864.27,,P0065,5,234.6,Cash,False,80.270307,,False,True,False
C9588,,Male,90589.74,,P0052,-5,730.73,Cash,True,78.941349,,False,True,False
C4941,41.0,Other,44032.67,2025-05-20,P0087,-5,799.24,Crypto,True,,157.399074,False,True,False
C8039,,Other,36101.5,2025-05-23,P0073,10,488.23,Crypto,False,,-147.351029,False,True,False
C7444,23.0,Male,75044.34,2025-05-05,P0028,9,792.67,Online Wallet,True,-46.845782,-170.70395,False,True,False
C9482,24.0,Male,67693.56,,P0032,4,882.48,Crypto,True,-8.720012,,False,True,False
C2717,,Female,57177.06,2025-04-27,P0014,9,201.08,Cash,True,40.205364,,False,True,False
C6951,61.0,Male,87520.29,2025-04-18,P0048,-5,48.15,Card,True,69.517146,,False,True,False
C7618,52.0,Male,115315.05,,P0067,-5,878.93,Card,False,,-142.952674,False,True,False
C4535,26.0,Female,101710.63,,P0004,2,134.1,Crypto,True,-36.639912,,False,True,False
C9365,,Other,101910.86,,P0056,6,170.35,Cash,True,21.242724,46.759628,False,True,False
C4319,33.0,Other,56893.05,,P0089,-5,440.81,Card,True,-36.989528,-84.960763,False,True,False
C8936,20.0,Female,71490.43,,P0037,-5,761.77,Crypto,False,-55.733205,-146.305846,False,True,False
C6278,35.0,Other,112038.14,,P0055,-5,544.56,Cash,False,,-149.377043,False,True,False
C2183,58.0,Female,65695.44,2025-04-01,P0030,7,993.37,Online Wallet,True,,43.156915,False,True,False
C5064,65.0,Female,22618.32,2025-04-21,P0050,8,631.57,Crypto,False,,17.99949,False,True,False
C8230,,Other,69495.43,,P0071,-5,213.08,Card,False,,,False,True,False
C5960,,Other,70921.64,2025-05-27,P0084,-5,59.2,Card,True,-58.730776,10.136465,False,True,False
C2989,68.0,Female,41932.97,2025-05-18,P0075,8,850.44,Crypto,False,79.298792,,False,True,False
C3986,,Female,103986.43,,P0075,-5,800.46,Card,False,,-146.266877,False,True,False
C7091,,Male,35742.69,,P0059,-5,40.05,Cash,True,,86.357051,False,True,False
C5875,20.0,Other,57433.3,,P0015,-5,561.19,Cash,False,4.535929,152.185348,False,True,False
C4568,,Male,101550.24,,P0063,8,162.04,Crypto,True,,,False,True,False
C7576,,Male,58748.66,2025-04-17,P0034,-5,599.44,Crypto,False,,19.454829,False,True,False
C5238,66.0,Other,66155.78,2025-05-02,P0088,4,408.69,Online Wallet,False,,59.792597,False,True,False
C5993,38.0,Other,55941.35,,P0041,-5,286.65,Card,True,,,False,True,False
C9435,,Male,98869.17,2025-06-02,P0041,-5,383.39,Online Wallet,False,,-77.376869,False,True,False
C1343,60.0,Male,102346.13,2025-05-02,P0058,10,272.09,Card,True,-1.385224,,False,True,False
C7721,47.0,Male,64658.12,,P0008,-5,92.59,Online Wallet,False,48.629458,,False,True,False
C1150,,Female,58734.27,,P0042,-5,570.13,Online Wallet,True,,-111.287353,False,True,False
C1199,,Other,110520.97,2025-04-08,P0030,-5,834.34,Cash,True,30.11268,,False,True,False
C8290,,Male,117811.98,,P0054,-5,237.94,Crypto,True,,-98.057062,False,True,False
C9720,,Other,60816.13,,P0048,-5,477.3,Crypto,True,-88.212629,,False,True,False
C5970,,Other,67997.63,,P0020,7,591.59,Card,False,,,False,True,False
C9679,,Male,79938.68,2025-06-13,P0034,3,996.61,Crypto,True,,-20.237865,False,True,False
C9954,34.0,Other,90359.74,,P0034,1,785.07,Online Wallet,True,,-69.642978,False,True,False
C2071,,Male,114331.52,2025-06-06,P0078,-5,289.76,Card,False,,15.095309,False,True,False
C1108,,Male,108910.07,,P0044,1,561.43,Card,True,,123.727372,False,True,False
C9350,31.0,Male,91031.98,2025-04-30,P0038,-5,309.97,Cash,True,13.526813,,False,True,False
C7024,64.0,Male,41953.9,2025-05-26,P0019,-5,366.97,Cash,False,,,False,True,False
C9716,34.0,Female,31945.92,,P0061,4,822.16,Crypto,False,-67.863189,,False,True,False
C8757,31.0,Female,70027.79,2025-05-08,P0096,-5,29.55,Online Wallet,True,-2.147672,42.668852,False,True,False
